well_name,flowback_days,liquid_rate,surface_pressure,temp,gor,water_cut,fbhp,sand_hr,cum_sand,choke
Magic 4h,1.458333333,3048,2477,100,82.792,0.811023622,4260.43,0,0,27
Magic 4h,1.5,3048,2466,100,81.522,0.818897638,4254.13,0,0,27
Magic 4h,1.541666667,3120,2463,100,95.909,0.830769231,4258.59,4,4,27
Magic 4h,1.583333333,2976,2461,100,88.909,0.822580645,4238.83,,4,27
Magic 4h,1.625,3024,2456,100,90.87,0.817460317,4232.28,,4,27
Magic 4h,1.666666667,3072,2451,100,65.739,0.8203125,4255.57,,4,27
Magic 4h,1.708333333,3024,2443,100,93.091,0.825396825,4221.01,,4,27
Magic 4h,1.75,3216,2444,100,79.167,0.820895522,4245.43,,4,27
Magic 4h,1.791666667,3000,2442,100,99.571,0.832,4219.36,,4,27
Magic 4h,1.833333333,3000,2436,100,76.261,0.816,4214.41,,4,27
Magic 4h,1.875,2880,2432,100,103.65,0.833333333,4193.2,,4,27
Magic 4h,1.916666667,3096,2428,100,87,0.829457364,4216.38,,4,27
Magic 4h,1.958333333,3048,2425,100,79.087,0.818897638,4204.97,,4,32
Magic 4h,2,3792,2439,100,91.63,0.829113924,4295.43,,4,32
Magic 4h,2.041666667,4200,2461,100,107.786,0.84,4377.48,,4,32
Magic 4h,2.083333333,3744,2428,100,92.241,0.814102564,4272.31,12,16,32
Magic 4h,2.125,3984,2426,100,91.367,0.819277108,4296.24,,16,32
Magic 4h,2.166666667,3840,2422,100,99.037,0.83125,4282.78,,16,32
Magic 4h,2.208333333,3960,2413,100,83.034,0.824242424,4275.32,,16,32
Magic 4h,2.25,3984,2410,100,84.793,0.825301205,4274.74,,16,32
